scenario_id,duration_type,weather_type,rain_prob,dust_level,hour,trip_goal,current_place_type,companion_type,adult_count,child_count,transport,activity_level,avg_stay_minutes,indoor_ratio,event_active,event_schedule_known,tags,hunger,fatigue,need_indoor,keep_mood,move_tolerance,kids_tolerance,photo_motivation,course_depth,next_scene,meal_style_primary,meal_style_secondary,confidence_grade
SCN_0243,full_day,sunny,20,good,15,indoor,indoor_culture,friends,3,0,car,low,65,0.95,0,0,indoor_comfort|quiet,0.3,0.3,0.0,0.3,0.75,1.0,0.2,4,short_walk,,,A
SCN_0244,full_day,rainy,80,bad,10,photo,history,couple,2,0,car,medium,60,0.35,0,0,photo_friendly|quiet|scenic,0.4,0.5,0.75,0.75,0.75,1.0,0.8,4,sunset_finish,,,A
SCN_0245,full_day,sunny,5,bad,15,experience,photo_spot,friends,3,0,car,medium,55,0.15,0,0,interactive|photo_friendly|scenic,0.3,0.4,0.3,0.5,0.75,1.0,0.4,4,indoor_visit,,,A
SCN_0246,full_day,rainy,70,good,15,photo,photo_spot,family_large,2,3,car,medium,65,0.05,0,0,photo_friendly|scenic,0.4,0.7,0.55,0.75,0.4,0.5,0.9,4,sunset_finish,,,A
SCN_0247,full_day,sunny,10,bad,16,family,history,friends,3,0,car,medium,75,0.15,0,0,family_friendly|quiet,0.4,0.5,0.3,0.3,0.75,1.0,0.2,4,cafe_rest,,,A
SCN_0248,full_day,sunny,20,normal,9,experience,cafe_area,friends,3,0,car,low,35,0.6,0,0,indoor_comfort|interactive|scenic,0.2,0.2,0.0,0.5,0.75,1.0,0.3,4,short_walk,,,A
SCN_0249,2h,cloudy,50,bad,16,photo,history,family_small,2,1,car,medium,70,0.15,0,0,photo_friendly|quiet|scenic,0.4,0.55,0.4,0.75,0.4,0.5,0.8,2,sunset_finish,,,A
SCN_0250,2h,cloudy,50,bad,14,healing,nature,solo,1,0,public,medium,70,0.0,0,0,healing|quiet|scenic,0.4,0.45,0.3,1.0,0.3,1.0,0.3,2,cafe_rest,,,A
SCN_0251,full_day,sunny,15,good,15,family,festival,family_large,2,3,car,medium,80,0.4,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.7,0.0,0.3,0.4,0.5,0.2,4,go_home,,,A
SCN_0252,half_day,rainy,95,normal,9,experience,nature,family_small,2,1,car,medium,60,0.2,0,0,healing|interactive|quiet|scenic,0.4,0.55,0.55,0.7,0.6,0.5,0.3,3,cafe_rest,,,A
SCN_0253,full_day,cloudy,60,normal,9,family,cafe_area,family_large,2,3,car,low,50,0.6,0,0,family_friendly|indoor_comfort|kids_friendly|scenic,0.2,0.4,0.45,0.5,0.55,0.7,0.3,4,cafe_rest,,,A
SCN_0254,half_day,sunny,5,good,15,family,festival,family_medium,2,2,car,medium,95,0.3,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.65,0.0,0.3,0.35,0.5,0.2,3,go_home,,,A
SCN_0255,full_day,rainy,60,bad,9,photo,nature,couple,2,0,public,medium,70,0.0,0,0,healing|photo_friendly|quiet|scenic,0.4,0.5,0.75,0.95,0.55,1.0,0.8,4,sunset_finish,,,A
SCN_0256,full_day,rainy,90,good,9,experience,nature,couple,2,0,car,high,70,0.2,0,0,healing|interactive|quiet|scenic,0.5,0.65,0.55,0.7,0.6,1.0,0.3,4,cafe_rest,,,A
SCN_0257,half_day,rainy,70,bad,14,healing,cafe_area,family_small,2,1,car,low,60,0.8,0,0,indoor_comfort|scenic,0.3,0.35,0.75,0.8,0.6,0.6,0.3,3,indoor_backup,,,A
SCN_0258,half_day,rainy,95,normal,9,healing,history,couple,2,0,car,medium,50,0.15,0,0,quiet,0.3,0.35,0.45,0.6,0.7,1.0,0.2,3,indoor_visit,,,A
SCN_0259,full_day,sunny,20,normal,15,photo,indoor_culture,solo,1,0,car,low,65,0.85,0,0,indoor_comfort|photo_friendly|quiet|scenic,0.3,0.3,0.0,0.75,0.75,1.0,0.8,4,sunset_finish,,,A
SCN_0260,half_day,cloudy,30,normal,9,healing,festival,family_small,2,1,car,medium,70,0.4,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.55,0.0,0.6,0.6,0.5,0.2,3,cafe_rest,,,A
SCN_0261,half_day,rainy,95,normal,9,family,photo_spot,family_large,2,3,car,high,65,0.25,0,0,family_friendly|kids_friendly|photo_friendly|scenic,0.5,0.8,0.45,0.5,0.35,0.4,0.4,3,go_home,,,A
SCN_0262,half_day,sunny,20,normal,16,photo,indoor_culture,friends,3,0,car,low,55,0.85,0,0,indoor_comfort|photo_friendly|quiet|scenic,0.2,0.15,0.0,0.75,0.7,1.0,0.8,3,sunset_finish,,,A
SCN_0263,half_day,rainy,95,normal,10,indoor,festival,solo,1,0,car,medium,95,0.2,1,1,family_friendly|festival_event|indoor_comfort|interactive|kids_friendly,0.4,0.45,0.45,0.3,0.7,1.0,0.2,3,indoor_visit,,,A
SCN_0264,full_day,cloudy,20,normal,14,indoor,nature,family_medium,2,2,public,high,70,0.0,0,0,healing|indoor_comfort|quiet|scenic,0.5,0.85,0.1,0.7,0.2,0.4,0.3,4,go_home,,,A
SCN_0265,full_day,sunny,15,normal,9,family,photo_spot,family_medium,2,2,car,high,55,0.15,0,0,family_friendly|kids_friendly|photo_friendly|scenic,0.4,0.75,0.1,0.5,0.4,0.5,0.4,4,go_home,,,A
SCN_0266,2h,rainy,60,normal,16,indoor,nature,friends,3,0,car,medium,80,0.1,0,0,healing|indoor_comfort|quiet|scenic,0.4,0.45,0.45,0.7,0.5,1.0,0.3,2,indoor_visit,,,A
SCN_0267,full_day,cloudy,40,bad,8,healing,nature,couple,2,0,public,medium,60,0.1,0,0,healing|quiet|scenic,0.4,0.5,0.3,1.0,0.55,1.0,0.3,4,cafe_rest,,,A
SCN_0268,half_day,sunny,20,good,16,family,nature,family_small,2,1,car,medium,70,0.0,0,0,family_friendly|healing|kids_friendly|quiet|scenic,0.4,0.55,0.1,0.7,0.6,0.5,0.3,3,cafe_rest,,,A
SCN_0269,2h,rainy,95,normal,16,healing,cafe_area,family_small,2,1,public,low,50,0.6,0,0,indoor_comfort|scenic,0.2,0.25,0.45,0.8,0.2,0.7,0.3,2,sunset_finish,,,A
SCN_0270,half_day,rainy,80,bad,9,photo,festival,friends,3,0,car,medium,65,0.4,1,1,family_friendly|festival_event|interactive|kids_friendly|photo_friendly|scenic,0.4,0.45,0.75,0.75,0.7,1.0,0.8,3,sunset_finish,,,A
SCN_0271,2h,cloudy,40,bad,15,photo,cafe_area,friends,3,0,car,low,40,0.6,0,0,indoor_comfort|photo_friendly|scenic,0.2,0.15,0.3,0.75,0.5,1.0,0.8,2,sunset_finish,,,A
SCN_0272,full_day,rainy,95,normal,16,photo,indoor_culture,solo,1,0,public,low,75,0.95,0,0,indoor_comfort|photo_friendly|quiet|scenic,0.3,0.3,0.45,0.75,0.55,1.0,0.8,4,sunset_finish,,,A
SCN_0273,2h,cloudy,60,normal,14,indoor,festival,solo,1,0,public,medium,70,0.3,1,1,family_friendly|festival_event|indoor_comfort|interactive|kids_friendly,0.4,0.45,0.45,0.3,0.3,1.0,0.2,2,indoor_visit,,,A
SCN_0274,half_day,rainy,90,bad,9,photo,cafe_area,family_large,2,3,car,low,65,0.6,0,0,indoor_comfort|photo_friendly|scenic,0.3,0.45,0.75,0.75,0.5,0.6,0.8,3,sunset_finish,,,A
SCN_0275,2h,rainy,60,normal,10,photo,festival,friends,3,0,car,medium,95,0.4,1,1,family_friendly|festival_event|interactive|kids_friendly|photo_friendly|scenic,0.4,0.45,0.45,0.75,0.5,1.0,0.8,2,sunset_finish,,,A
SCN_0276,half_day,sunny,20,normal,16,healing,festival,friends,3,0,car,medium,65,0.4,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.45,0.0,0.6,0.7,1.0,0.2,3,sunset_finish,,,A
SCN_0277,full_day,rainy,60,normal,12,photo,indoor_culture,friends,3,0,public,low,80,1.0,0,0,indoor_comfort|photo_friendly|quiet|scenic,0.75,0.3,0.45,0.75,0.55,1.0,0.8,4,sunset_finish,,,A
SCN_0278,full_day,cloudy,60,normal,14,experience,festival,family_large,2,3,car,medium,70,0.4,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.7,0.45,0.3,0.4,0.5,0.2,4,go_home,,,A
SCN_0279,half_day,cloudy,40,bad,14,healing,photo_spot,friends,3,0,public,medium,70,0.05,0,0,photo_friendly|scenic,0.4,0.45,0.3,0.8,0.5,1.0,0.4,3,cafe_rest,,,A
SCN_0280,half_day,sunny,5,bad,16,healing,history,solo,1,0,car,medium,50,0.35,0,0,quiet,0.3,0.35,0.3,0.6,0.7,1.0,0.2,3,sunset_finish,,,A
SCN_0281,full_day,rainy,70,normal,8,indoor,indoor_culture,couple,2,0,public,low,65,0.95,0,0,indoor_comfort|quiet,0.3,0.3,0.45,0.3,0.55,1.0,0.2,4,indoor_visit,,,A
SCN_0282,full_day,cloudy,20,good,15,indoor,cafe_area,family_large,2,3,car,low,50,0.8,0,0,indoor_comfort|scenic,0.2,0.4,0.0,0.5,0.55,0.7,0.3,4,short_walk,,,A
SCN_0283,full_day,rainy,90,normal,8,indoor,nature,family_small,2,1,car,medium,85,0.2,0,0,healing|indoor_comfort|quiet|scenic,0.4,0.6,0.55,0.7,0.5,0.5,0.3,4,indoor_visit,,,A
SCN_0284,half_day,sunny,15,good,10,family,nature,friends,3,0,public,high,55,0.1,0,0,family_friendly|healing|quiet|scenic,0.4,0.5,0.1,0.7,0.5,1.0,0.3,3,cafe_rest,,,A
SCN_0285,half_day,sunny,5,bad,9,indoor,cafe_area,family_medium,2,2,car,low,35,0.7,0,0,indoor_comfort|scenic,0.2,0.35,0.3,0.5,0.5,0.7,0.3,3,indoor_visit,,,A
SCN_0286,2h,cloudy,20,good,14,photo,cafe_area,family_small,2,1,car,low,35,0.7,0,0,indoor_comfort|photo_friendly|scenic,0.2,0.25,0.0,0.75,0.4,0.7,0.8,2,sunset_finish,,,A
SCN_0287,half_day,sunny,10,good,10,photo,history,family_small,2,1,car,medium,50,0.25,0,0,photo_friendly|quiet|scenic,0.3,0.45,0.0,0.75,0.6,0.6,0.8,3,sunset_finish,,,A
SCN_0288,half_day,rainy,95,normal,14,experience,history,friends,3,0,car,medium,75,0.35,0,0,interactive|quiet,0.4,0.45,0.45,0.3,0.7,1.0,0.2,3,indoor_backup,,,A
SCN_0289,half_day,rainy,90,good,14,indoor,history,solo,1,0,car,medium,50,0.35,0,0,indoor_comfort|quiet,0.3,0.35,0.45,0.3,0.7,1.0,0.2,3,indoor_visit,,,A
SCN_0290,half_day,sunny,5,normal,15,family,nature,family_large,2,3,car,high,55,0.2,0,0,family_friendly|healing|kids_friendly|quiet|scenic,0.4,0.7,0.1,0.7,0.35,0.5,0.3,3,cafe_rest,,,A
SCN_0291,full_day,rainy,60,good,15,experience,indoor_culture,solo,1,0,car,low,50,1.0,0,0,indoor_comfort|interactive|quiet,0.2,0.2,0.45,0.3,0.75,1.0,0.2,4,indoor_visit,,,A
SCN_0292,half_day,rainy,70,normal,13,indoor,cafe_area,couple,2,0,car,low,50,0.7,0,0,indoor_comfort|scenic,0.65,0.15,0.45,0.5,0.7,1.0,0.3,3,indoor_visit,,,A
SCN_0293,full_day,cloudy,30,bad,15,family,festival,family_medium,2,2,car,medium,80,0.3,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.7,0.3,0.3,0.4,0.5,0.2,4,go_home,,,A
SCN_0294,half_day,rainy,90,normal,15,healing,photo_spot,family_medium,2,2,car,medium,65,0.15,0,0,photo_friendly|scenic,0.4,0.65,0.55,0.8,0.35,0.5,0.4,3,cafe_rest,,,A
SCN_0295,full_day,sunny,15,good,8,healing,festival,family_medium,2,2,car,medium,90,0.3,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.7,0.0,0.6,0.4,0.5,0.2,4,go_home,,,A
SCN_0296,full_day,cloudy,20,normal,14,healing,photo_spot,couple,2,0,car,medium,45,0.15,0,0,photo_friendly|scenic,0.3,0.4,0.0,0.8,0.75,1.0,0.4,4,short_walk,,,A
SCN_0297,full_day,cloudy,30,normal,8,healing,festival,couple,2,0,car,medium,95,0.2,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.5,0.0,0.6,0.75,1.0,0.2,4,short_walk,,,A
SCN_0298,2h,cloudy,40,bad,16,indoor,indoor_culture,family_medium,2,2,car,low,80,1.0,0,0,indoor_comfort|quiet,0.3,0.45,0.3,0.3,0.3,0.6,0.2,2,indoor_visit,,,A
SCN_0299,full_day,sunny,5,normal,16,family,festival,family_large,2,3,car,medium,65,0.2,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.7,0.1,0.3,0.4,0.5,0.2,4,go_home,,,A
SCN_0300,full_day,rainy,70,bad,16,indoor,nature,family_small,2,1,car,medium,85,0.2,0,0,healing|indoor_comfort|quiet|scenic,0.4,0.6,0.85,0.7,0.5,0.5,0.3,4,indoor_backup,,,A
SCN_0301,full_day,sunny,20,normal,8,family,cafe_area,couple,2,0,car,low,40,0.8,0,0,family_friendly|indoor_comfort|scenic,0.2,0.2,0.0,0.5,0.75,1.0,0.3,4,short_walk,,,A
SCN_0302,2h,rainy,70,good,16,indoor,cafe_area,solo,1,0,public,low,35,0.6,0,0,indoor_comfort|scenic,0.2,0.15,0.45,0.5,0.3,1.0,0.3,2,indoor_visit,,,A
SCN_0303,full_day,cloudy,60,bad,16,family,indoor_culture,family_small,2,1,car,low,55,1.0,0,0,family_friendly|indoor_comfort|kids_friendly|quiet,0.2,0.3,0.75,0.3,0.65,0.7,0.2,4,indoor_backup,,,A
SCN_0304,full_day,rainy,70,bad,8,experience,history,family_small,2,1,car,medium,75,0.35,0,0,interactive|quiet,0.4,0.6,0.75,0.3,0.5,0.5,0.2,4,indoor_backup,,,A
SCN_0305,full_day,rainy,80,normal,15,experience,history,solo,1,0,car,medium,60,0.35,0,0,interactive|quiet,0.4,0.5,0.45,0.3,0.75,1.0,0.2,4,indoor_backup,,,A
SCN_0306,half_day,rainy,80,good,10,indoor,history,family_large,2,3,car,medium,75,0.25,0,0,indoor_comfort|quiet,0.4,0.65,0.45,0.3,0.35,0.5,0.2,3,indoor_backup,,,A
SCN_0307,full_day,cloudy,40,normal,10,healing,history,family_small,2,1,car,medium,70,0.35,0,0,quiet,0.4,0.6,0.0,0.6,0.5,0.5,0.2,4,cafe_rest,,,A
SCN_0308,full_day,rainy,90,normal,10,family,festival,friends,3,0,car,medium,80,0.3,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.5,0.45,0.3,0.75,1.0,0.2,4,indoor_backup,,,A
SCN_0309,half_day,cloudy,40,good,10,healing,festival,family_medium,2,2,car,medium,80,0.4,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.65,0.0,0.6,0.35,0.5,0.2,3,go_home,,,A
SCN_0310,full_day,rainy,70,good,15,healing,indoor_culture,friends,3,0,car,low,65,1.0,0,0,indoor_comfort|quiet,0.3,0.3,0.45,0.6,0.75,1.0,0.2,4,indoor_visit,,,A
SCN_0311,half_day,cloudy,60,bad,14,healing,nature,couple,2,0,car,medium,60,0.2,0,0,healing|quiet|scenic,0.4,0.45,0.75,1.0,0.7,1.0,0.3,3,indoor_visit,,,A
SCN_0312,half_day,rainy,90,bad,10,experience,festival,family_medium,2,2,car,medium,90,0.3,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.65,0.75,0.3,0.35,0.5,0.2,3,indoor_backup,,,A
SCN_0313,half_day,cloudy,40,normal,10,healing,nature,solo,1,0,car,high,60,0.0,0,0,healing|quiet|scenic,0.5,0.6,0.1,1.0,0.55,1.0,0.3,3,cafe_rest,,,A
SCN_0314,full_day,rainy,90,normal,8,indoor,nature,friends,3,0,car,medium,85,0.2,0,0,healing|indoor_comfort|quiet|scenic,0.4,0.5,0.45,0.7,0.75,1.0,0.3,4,indoor_visit,,,A
SCN_0315,half_day,rainy,95,bad,10,experience,history,friends,3,0,car,high,60,0.25,0,0,interactive|quiet,0.5,0.6,0.75,0.3,0.55,1.0,0.2,3,indoor_backup,,,A
SCN_0316,full_day,sunny,20,good,9,family,indoor_culture,solo,1,0,car,low,80,0.95,0,0,family_friendly|indoor_comfort|quiet,0.3,0.3,0.0,0.3,0.75,1.0,0.2,4,short_walk,,,A
SCN_0317,half_day,cloudy,20,normal,15,indoor,nature,family_medium,2,2,car,medium,60,0.1,0,0,healing|indoor_comfort|quiet|scenic,0.4,0.65,0.1,0.7,0.35,0.5,0.3,3,cafe_rest,,,A
SCN_0318,full_day,sunny,15,normal,9,family,cafe_area,family_small,2,1,car,low,60,0.7,0,0,family_friendly|indoor_comfort|kids_friendly|scenic,0.3,0.4,0.0,0.5,0.65,0.6,0.3,4,short_walk,,,A
SCN_0319,full_day,rainy,80,bad,10,indoor,indoor_culture,couple,2,0,car,low,80,0.85,0,0,indoor_comfort|quiet,0.3,0.3,0.75,0.3,0.75,1.0,0.2,4,indoor_visit,,,A
SCN_0320,2h,rainy,70,good,16,indoor,nature,family_medium,2,2,car,medium,55,0.0,0,0,healing|indoor_comfort|quiet|scenic,0.3,0.55,0.55,0.7,0.3,0.6,0.3,2,indoor_visit,,,A
SCN_0321,2h,cloudy,40,bad,15,experience,nature,friends,3,0,public,medium,60,0.2,0,0,healing|interactive|quiet|scenic,0.4,0.45,0.3,0.7,0.3,1.0,0.3,2,cafe_rest,,,A
SCN_0322,half_day,sunny,10,good,10,family,indoor_culture,couple,2,0,car,low,80,1.0,0,0,family_friendly|indoor_comfort|quiet,0.3,0.25,0.0,0.3,0.7,1.0,0.2,3,short_walk,,,A
SCN_0323,full_day,rainy,80,normal,9,healing,indoor_culture,family_large,2,3,public,low,75,0.85,0,0,indoor_comfort|quiet,0.3,0.5,0.45,0.6,0.35,0.6,0.2,4,cafe_rest,,,A
SCN_0324,full_day,sunny,20,bad,8,indoor,cafe_area,solo,1,0,car,low,40,0.6,0,0,indoor_comfort|scenic,0.2,0.2,0.3,0.5,0.75,1.0,0.3,4,indoor_visit,,,A
SCN_0325,half_day,sunny,5,normal,9,indoor,photo_spot,couple,2,0,car,medium,65,0.15,0,0,indoor_comfort|photo_friendly|scenic,0.4,0.45,0.0,0.5,0.7,1.0,0.4,3,short_walk,,,A
SCN_0326,2h,rainy,90,bad,15,indoor,photo_spot,family_large,2,3,car,medium,70,0.15,0,0,indoor_comfort|photo_friendly|scenic,0.4,0.65,0.85,0.5,0.15,0.5,0.4,2,indoor_backup,,,A
SCN_0327,2h,cloudy,20,normal,10,family,cafe_area,family_medium,2,2,car,low,50,0.7,0,0,family_friendly|indoor_comfort|kids_friendly|scenic,0.2,0.35,0.0,0.5,0.3,0.7,0.3,2,cafe_rest,,,A
SCN_0328,half_day,cloudy,20,normal,10,family,nature,family_small,2,1,car,medium,80,0.0,0,0,family_friendly|healing|kids_friendly|quiet|scenic,0.4,0.55,0.1,0.7,0.6,0.5,0.3,3,cafe_rest,,,A
SCN_0329,2h,rainy,80,bad,17,family,indoor_culture,family_small,2,1,public,low,75,0.95,0,0,family_friendly|indoor_comfort|kids_friendly|quiet,0.7,0.35,0.75,0.3,0.2,0.6,0.2,2,indoor_backup,,,A
SCN_0330,half_day,cloudy,20,normal,10,healing,indoor_culture,couple,2,0,car,low,75,0.95,0,0,indoor_comfort|quiet,0.3,0.25,0.0,0.6,0.7,1.0,0.2,3,short_walk,,,A
SCN_0331,full_day,sunny,20,good,10,healing,indoor_culture,family_large,2,3,car,low,55,1.0,0,0,indoor_comfort|quiet,0.2,0.4,0.0,0.6,0.55,0.7,0.2,4,short_walk,,,A
SCN_0332,full_day,rainy,90,good,13,indoor,cafe_area,solo,1,0,car,low,35,0.7,0,0,indoor_comfort|scenic,0.65,0.2,0.45,0.5,0.75,1.0,0.3,4,indoor_visit,,,A
SCN_0333,half_day,sunny,15,normal,14,healing,indoor_culture,family_medium,2,2,car,low,80,0.85,0,0,indoor_comfort|quiet,0.3,0.45,0.0,0.6,0.5,0.6,0.2,3,cafe_rest,,,A
SCN_0334,2h,rainy,90,normal,16,healing,nature,family_large,2,3,car,medium,80,0.2,0,0,healing|quiet|scenic,0.4,0.65,0.55,1.0,0.15,0.5,0.3,2,cafe_rest,,,A
SCN_0335,full_day,rainy,70,normal,15,healing,photo_spot,friends,3,0,car,high,55,0.25,0,0,photo_friendly|scenic,0.4,0.55,0.45,0.8,0.75,1.0,0.4,4,cafe_rest,,,A
SCN_0336,full_day,cloudy,60,normal,14,family,cafe_area,family_medium,2,2,car,low,65,0.6,0,0,family_friendly|indoor_comfort|kids_friendly|scenic,0.3,0.5,0.45,0.5,0.55,0.6,0.3,4,cafe_rest,,,A
SCN_0337,2h,rainy,80,good,16,indoor,photo_spot,friends,3,0,public,medium,70,0.25,0,0,indoor_comfort|photo_friendly|scenic,0.4,0.45,0.45,0.5,0.3,1.0,0.4,2,indoor_visit,,,A
SCN_0338,full_day,cloudy,30,bad,8,healing,history,family_small,2,1,car,medium,70,0.15,0,0,quiet,0.4,0.6,0.4,0.6,0.5,0.5,0.2,4,cafe_rest,,,A
SCN_0339,half_day,rainy,60,good,10,experience,cafe_area,family_small,2,1,car,low,50,0.8,0,0,indoor_comfort|interactive|scenic,0.2,0.25,0.45,0.5,0.6,0.7,0.3,3,indoor_visit,,,A
SCN_0340,half_day,sunny,15,bad,10,family,photo_spot,family_small,2,1,car,medium,55,0.05,0,0,family_friendly|kids_friendly|photo_friendly|scenic,0.3,0.45,0.3,0.5,0.6,0.6,0.4,3,cafe_rest,,,A
SCN_0341,full_day,cloudy,50,normal,10,indoor,cafe_area,family_large,2,3,car,low,60,0.6,0,0,indoor_comfort|scenic,0.3,0.5,0.0,0.5,0.55,0.6,0.3,4,short_walk,,,A
SCN_0342,2h,rainy,70,good,14,indoor,photo_spot,couple,2,0,car,medium,70,0.15,0,0,indoor_comfort|photo_friendly|scenic,0.4,0.45,0.45,0.5,0.5,1.0,0.4,2,indoor_visit,,,A
SCN_0343,full_day,rainy,60,normal,9,experience,festival,couple,2,0,car,medium,80,0.3,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.5,0.45,0.3,0.75,1.0,0.2,4,indoor_visit,,,A
SCN_0344,half_day,rainy,95,bad,16,family,nature,family_small,2,1,car,medium,60,0.0,0,0,family_friendly|healing|kids_friendly|quiet|scenic,0.4,0.55,0.85,0.7,0.6,0.5,0.3,3,indoor_backup,,,A
SCN_0345,half_day,sunny,15,normal,10,healing,photo_spot,family_small,2,1,car,medium,55,0.25,0,0,photo_friendly|scenic,0.3,0.45,0.0,0.8,0.6,0.6,0.4,3,short_walk,,,A
SCN_0346,2h,rainy,90,bad,15,experience,cafe_area,solo,1,0,public,low,35,0.8,0,0,indoor_comfort|interactive|scenic,0.2,0.15,0.75,0.5,0.3,1.0,0.3,2,indoor_backup,,,A
SCN_0347,half_day,cloudy,50,normal,14,healing,indoor_culture,couple,2,0,public,low,80,0.95,0,0,indoor_comfort|quiet,0.3,0.25,0.0,0.6,0.5,1.0,0.2,3,short_walk,,,A
SCN_0348,full_day,rainy,95,good,15,experience,festival,family_large,2,3,car,medium,95,0.2,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.7,0.55,0.3,0.4,0.5,0.2,4,cafe_rest,,,A
SCN_0349,half_day,sunny,15,good,10,healing,nature,family_medium,2,2,car,medium,85,0.0,0,0,healing|quiet|scenic,0.4,0.65,0.1,1.0,0.35,0.5,0.3,3,cafe_rest,,,A
SCN_0350,full_day,cloudy,20,normal,8,experience,photo_spot,couple,2,0,car,medium,55,0.15,0,0,interactive|photo_friendly|scenic,0.3,0.4,0.0,0.5,0.75,1.0,0.4,4,short_walk,,,A
SCN_0351,2h,rainy,70,good,14,experience,cafe_area,friends,3,0,public,low,60,0.8,0,0,indoor_comfort|interactive|scenic,0.3,0.25,0.45,0.5,0.3,1.0,0.3,2,indoor_backup,,,A
SCN_0352,2h,sunny,15,normal,14,healing,photo_spot,solo,1,0,car,medium,65,0.15,0,0,photo_friendly|scenic,0.4,0.45,0.0,0.8,0.5,1.0,0.4,2,cafe_rest,,,A
SCN_0353,half_day,cloudy,40,normal,16,healing,history,family_large,2,3,car,medium,50,0.15,0,0,quiet,0.3,0.55,0.1,0.6,0.5,0.6,0.2,3,cafe_rest,,,A
SCN_0354,half_day,cloudy,60,normal,10,family,photo_spot,family_medium,2,2,car,medium,70,0.25,0,0,family_friendly|kids_friendly|photo_friendly|scenic,0.4,0.65,0.45,0.5,0.35,0.5,0.4,3,go_home,,,A
SCN_0355,2h,sunny,5,normal,14,healing,cafe_area,couple,2,0,car,low,65,0.7,0,0,indoor_comfort|scenic,0.3,0.25,0.0,0.8,0.5,1.0,0.3,2,cafe_rest,,,A
SCN_0356,half_day,cloudy,50,bad,15,healing,history,couple,2,0,public,medium,75,0.35,0,0,quiet,0.4,0.45,0.3,0.6,0.5,1.0,0.2,3,cafe_rest,,,A
SCN_0357,half_day,cloudy,50,good,14,healing,photo_spot,family_medium,2,2,car,medium,55,0.25,0,0,photo_friendly|scenic,0.3,0.55,0.0,0.8,0.5,0.6,0.4,3,go_home,,,A
SCN_0358,half_day,rainy,95,normal,16,indoor,cafe_area,solo,1,0,car,low,65,0.7,0,0,indoor_comfort|scenic,0.3,0.25,0.45,0.5,0.7,1.0,0.3,3,indoor_visit,,,A
SCN_0359,full_day,rainy,95,normal,10,indoor,history,family_large,2,3,car,medium,50,0.35,0,0,indoor_comfort|quiet,0.3,0.6,0.45,0.3,0.4,0.6,0.2,4,indoor_backup,,,A
SCN_0360,2h,cloudy,30,normal,10,healing,cafe_area,family_medium,2,2,car,low,50,0.8,0,0,indoor_comfort|scenic,0.2,0.35,0.0,0.8,0.3,0.7,0.3,2,cafe_rest,,,A
SCN_0361,half_day,cloudy,20,good,10,indoor,nature,family_small,2,1,car,medium,55,0.0,0,0,healing|indoor_comfort|quiet|scenic,0.3,0.45,0.0,0.7,0.6,0.6,0.3,3,cafe_rest,,,A
SCN_0362,half_day,cloudy,60,bad,10,indoor,cafe_area,friends,3,0,car,low,60,0.8,0,0,indoor_comfort|scenic,0.3,0.25,0.75,0.5,0.7,1.0,0.3,3,indoor_visit,,,A
SCN_0363,full_day,rainy,60,normal,9,experience,photo_spot,family_large,2,3,car,medium,70,0.05,0,0,interactive|photo_friendly|scenic,0.4,0.7,0.55,0.5,0.4,0.5,0.4,4,go_home,,,A
SCN_0364,2h,rainy,95,normal,10,indoor,indoor_culture,family_small,2,1,car,low,80,0.85,0,0,indoor_comfort|quiet,0.3,0.35,0.45,0.3,0.4,0.6,0.2,2,indoor_visit,,,A
SCN_0365,full_day,cloudy,50,normal,8,healing,cafe_area,solo,1,0,car,low,40,0.8,0,0,indoor_comfort|scenic,0.2,0.2,0.0,0.8,0.75,1.0,0.3,4,short_walk,,,A
SCN_0366,2h,rainy,90,bad,17,indoor,history,family_large,2,3,car,medium,75,0.15,0,0,indoor_comfort|quiet,0.8,0.65,0.85,0.3,0.15,0.5,0.2,2,indoor_backup,,,A
SCN_0367,full_day,rainy,70,good,14,family,festival,family_medium,2,2,car,medium,90,0.2,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.7,0.55,0.3,0.4,0.5,0.2,4,go_home,,,A
SCN_0368,full_day,cloudy,20,good,9,healing,photo_spot,couple,2,0,car,medium,40,0.15,0,0,photo_friendly|scenic,0.3,0.4,0.0,0.8,0.75,1.0,0.4,4,short_walk,,,A
SCN_0369,2h,sunny,15,bad,15,family,nature,friends,3,0,car,medium,85,0.0,0,0,family_friendly|healing|quiet|scenic,0.4,0.45,0.3,0.7,0.5,1.0,0.3,2,cafe_rest,,,A
